Title,Element Name,Level
"Food Servers, Nonrestaurant",Philosophy and Theology,0.47
"Food Servers, Nonrestaurant",Public Safety and Security,2.28
"Food Servers, Nonrestaurant",Law and Government,0.37
"Food Servers, Nonrestaurant",Telecommunications,0.41
"Food Servers, Nonrestaurant",Communications and Media,1.13
"Food Servers, Nonrestaurant",Transportation,1.08
Dining Room and Cafeteria Attendants and Bartender Helpers,Administration and Management,1.61
Dining Room and Cafeteria Attendants and Bartender Helpers,Clerical,0.94
Dining Room and Cafeteria Attendants and Bartender Helpers,Economics and Accounting,1.16
Dining Room and Cafeteria Attendants and Bartender Helpers,Sales and Marketing,1.7
Dining Room and Cafeteria Attendants and Bartender Helpers,Customer and Personal Service,3.15
Dining Room and Cafeteria Attendants and Bartender Helpers,Personnel and Human Resources,1.64
Dining Room and Cafeteria Attendants and Bartender Helpers,Production and Processing,1.64
Dining Room and Cafeteria Attendants and Bartender Helpers,Food Production,2.48
Dining Room and Cafeteria Attendants and Bartender Helpers,Computers and Electronics,1.55
Dining Room and Cafeteria Attendants and Bartender Helpers,Engineering and Technology,0.55
Dining Room and Cafeteria Attendants and Bartender Helpers,Design,0.26
Dining Room and Cafeteria Attendants and Bartender Helpers,Building and Construction,0.55
Dining Room and Cafeteria Attendants and Bartender Helpers,Mechanical,0.62
Dining Room and Cafeteria Attendants and Bartender Helpers,Mathematics,2.2
Dining Room and Cafeteria Attendants and Bartender Helpers,Physics,0.59
Dining Room and Cafeteria Attendants and Bartender Helpers,Chemistry,1.23
Dining Room and Cafeteria Attendants and Bartender Helpers,Biology,0.17
Dining Room and Cafeteria Attendants and Bartender Helpers,Psychology,1.49
Dining Room and Cafeteria Attendants and Bartender Helpers,Sociology and Anthropology,0.6
Dining Room and Cafeteria Attendants and Bartender Helpers,Geography,0.48
Dining Room and Cafeteria Attendants and Bartender Helpers,Medicine and Dentistry,0.49
Dining Room and Cafeteria Attendants and Bartender Helpers,Therapy and Counseling,0.61
Dining Room and Cafeteria Attendants and Bartender Helpers,Education and Training,2.01
Dining Room and Cafeteria Attendants and Bartender Helpers,English Language,2.96
Dining Room and Cafeteria Attendants and Bartender Helpers,Foreign Language,0.95
Dining Room and Cafeteria Attendants and Bartender Helpers,Fine Arts,0.39
Dining Room and Cafeteria Attendants and Bartender Helpers,History and Archeology,0.24
Dining Room and Cafeteria Attendants and Bartender Helpers,Philosophy and Theology,0.11
Dining Room and Cafeteria Attendants and Bartender Helpers,Public Safety and Security,1.95
Dining Room and Cafeteria Attendants and Bartender Helpers,Law and Government,0.99
Dining Room and Cafeteria Attendants and Bartender Helpers,Telecommunications,0.49
Dining Room and Cafeteria Attendants and Bartender Helpers,Communications and Media,1.43
Dining Room and Cafeteria Attendants and Bartender Helpers,Transportation,0.91
Dishwashers,Administration and Management,2.04
Dishwashers,Clerical,0.78
Dishwashers,Economics and Accounting,0.89
Dishwashers,Sales and Marketing,1
Dishwashers,Customer and Personal Service,2.13
Dishwashers,Personnel and Human Resources,1.05
Dishwashers,Production and Processing,1.4
Dishwashers,Food Production,1.54
Dishwashers,Computers and Electronics,0.78
Dishwashers,Engineering and Technology,0.88
Dishwashers,Design,0.9
Dishwashers,Building and Construction,0.31
Dishwashers,Mechanical,1.46
Dishwashers,Mathematics,0.74
Dishwashers,Physics,0.57
Dishwashers,Chemistry,2.55
Dishwashers,Biology,0.69
Dishwashers,Psychology,1.3
Dishwashers,Sociology and Anthropology,0.51
Dishwashers,Geography,0.69
Dishwashers,Medicine and Dentistry,0.66
Dishwashers,Therapy and Counseling,0.48
Dishwashers,Education and Training,2.47
Dishwashers,English Language,1.41
Dishwashers,Foreign Language,0.19
Dishwashers,Fine Arts,0.76
Dishwashers,History and Archeology,0.8
Dishwashers,Philosophy and Theology,0.45
Dishwashers,Public Safety and Security,1.55
Dishwashers,Law and Government,1.21
Dishwashers,Telecommunications,0.84
Dishwashers,Communications and Media,0.8
Dishwashers,Transportation,0.93
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Administration and Management,1.94
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Clerical,1.04
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Economics and Accounting,1.34
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Sales and Marketing,2.34
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Customer and Personal Service,3.96
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Personnel and Human Resources,0.97
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Production and Processing,1.88
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Production,1.78
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Computers and Electronics,1.15
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Engineering and Technology,0.73
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Design,0.72
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Building and Construction,0.12
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Mechanical,0.73
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Mathematics,1.9
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Physics,0.09
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Chemistry,0.83
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Biology,0.44
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Psychology,2.39
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Sociology and Anthropology,1.25
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Geography,0.38
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Medicine and Dentistry,0.22
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Therapy and Counseling,0.45
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Education and Training,2.35
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",English Language,2.83
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Foreign Language,0.73
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Fine Arts,0.11
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",History and Archeology,0.13
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Philosophy and Theology,0.26
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Public Safety and Security,1.99
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Law and Government,0.64
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Telecommunications,1.03
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Communications and Media,1.52
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Transportation,0.71
First-Line Supervisors of Housekeeping and Janitorial Workers,Administration and Management,4.05
First-Line Supervisors of Housekeeping and Janitorial Workers,Clerical,2.69
First-Line Supervisors of Housekeeping and Janitorial Workers,Economics and Accounting,1.67
First-Line Supervisors of Housekeeping and Janitorial Workers,Sales and Marketing,1.77
First-Line Supervisors of Housekeeping and Janitorial Workers,Customer and Personal Service,4.86
First-Line Supervisors of Housekeeping and Janitorial Workers,Personnel and Human Resources,3.43
First-Line Supervisors of Housekeeping and Janitorial Workers,Production and Processing,2.24
First-Line Supervisors of Housekeeping and Janitorial Workers,Food Production,0.62
First-Line Supervisors of Housekeeping and Janitorial Workers,Computers and Electronics,2.68
First-Line Supervisors of Housekeeping and Janitorial Workers,Engineering and Technology,2.28
First-Line Supervisors of Housekeeping and Janitorial Workers,Design,1.94
First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Construction,2.07
First-Line Supervisors of Housekeeping and Janitorial Workers,Mechanical,2.9
First-Line Supervisors of Housekeeping and Janitorial Workers,Mathematics,2.67
First-Line Supervisors of Housekeeping and Janitorial Workers,Physics,1.19
First-Line Supervisors of Housekeeping and Janitorial Workers,Chemistry,3.01
First-Line Supervisors of Housekeeping and Janitorial Workers,Biology,1.01
First-Line Supervisors of Housekeeping and Janitorial Workers,Psychology,2.22
First-Line Supervisors of Housekeeping and Janitorial Workers,Sociology and Anthropology,1.14
First-Line Supervisors of Housekeeping and Janitorial Workers,Geography,0.85
First-Line Supervisors of Housekeeping and Janitorial Workers,Medicine and Dentistry,1.15
First-Line Supervisors of Housekeeping and Janitorial Workers,Therapy and Counseling,1.59
First-Line Supervisors of Housekeeping and Janitorial Workers,Education and Training,4.06
First-Line Supervisors of Housekeeping and Janitorial Workers,English Language,3.12
First-Line Supervisors of Housekeeping and Janitorial Workers,Foreign Language,1.44
First-Line Supervisors of Housekeeping and Janitorial Workers,Fine Arts,0.36
First-Line Supervisors of Housekeeping and Janitorial Workers,History and Archeology,0.71
First-Line Supervisors of Housekeeping and Janitorial Workers,Philosophy and Theology,1.4
First-Line Supervisors of Housekeeping and Janitorial Workers,Public Safety and Security,2.87
First-Line Supervisors of Housekeeping and Janitorial Workers,Law and Government,1.56
First-Line Supervisors of Housekeeping and Janitorial Workers,Telecommunications,1.42
First-Line Supervisors of Housekeeping and Janitorial Workers,Communications and Media,1.68
First-Line Supervisors of Housekeeping and Janitorial Workers,Transportation,1.88
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Administration and Management,4.37
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Clerical,3.65
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Economics and Accounting,3.25
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Sales and Marketing,3.55
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Customer and Personal Service,4.46
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Personnel and Human Resources,3.58
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Production and Processing,2.46
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Food Production,0.22
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Computers and Electronics,3.05
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Engineering and Technology,2.24
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Design,2.77
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Construction,2.09
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Mechanical,2.88
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Mathematics,3.95
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Physics,1.47
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Chemistry,2.28
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Biology,2.76
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Psychology,2.85
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Sociology and Anthropology,0.93
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Geography,1.36
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Medicine and Dentistry,0.7
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Therapy and Counseling,0.68
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Education and Training,3.74
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",English Language,4.11
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Foreign Language,1.57
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Fine Arts,0.34
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",History and Archeology,0.31
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Philosophy and Theology,0.24
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Public Safety and Security,2.54
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Law and Government,2.29
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Telecommunications,2.19
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Communications and Media,2.5
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Transportation,2.08
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Administration and Management,2.39
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Clerical,0.73
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Economics and Accounting,0.55
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Sales and Marketing,0.49
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Customer and Personal Service,2.68
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Personnel and Human Resources,0.96
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Production and Processing,1.07
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Food Production,0.67
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Computers and Electronics,1.09
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Engineering and Technology,0.95
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Design,0.74
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Construction,1.44
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Mechanical,1.74
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Mathematics,1.25
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Physics,1.19
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Chemistry,2.2
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Biology,0.55
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Psychology,0.91
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Sociology and Anthropology,0.65
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Geography,0.48
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Medicine and Dentistry,0.5
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Therapy and Counseling,0.86
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Education and Training,1.79
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",English Language,2.62
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Foreign Language,1.02
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Fine Arts,0.33
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",History and Archeology,0.56
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Philosophy and Theology,0.93
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Public Safety and Security,2.76
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Law and Government,1.12
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Telecommunications,0.98
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Communications and Media,1.29
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Transportation,1.19
Maids and Housekeeping Cleaners,Administration and Management,2.35
Maids and Housekeeping Cleaners,Clerical,1.15
Maids and Housekeeping Cleaners,Economics and Accounting,1.25
Maids and Housekeeping Cleaners,Sales and Marketing,0.66
Maids and Housekeeping Cleaners,Customer and Personal Service,3.72
Maids and Housekeeping Cleaners,Personnel and Human Resources,0.91
Maids and Housekeeping Cleaners,Production and Processing,1.12
Maids and Housekeeping Cleaners,Food Production,0.39
Maids and Housekeeping Cleaners,Computers and Electronics,0.49
Maids and Housekeeping Cleaners,Engineering and Technology,0.44
Maids and Housekeeping Cleaners,Design,0.08
Maids and Housekeeping Cleaners,Building and Construction,0.14
Maids and Housekeeping Cleaners,Mechanical,0.86
Maids and Housekeeping Cleaners,Mathematics,0.76
Maids and Housekeeping Cleaners,Physics,0.12
Maids and Housekeeping Cleaners,Chemistry,0.97
Maids and Housekeeping Cleaners,Biology,0.07
Maids and Housekeeping Cleaners,Psychology,1.26
Maids and Housekeeping Cleaners,Sociology and Anthropology,0.65
Maids and Housekeeping Cleaners,Geography,0.56
Maids and Housekeeping Cleaners,Medicine and Dentistry,0.64
Maids and Housekeeping Cleaners,Therapy and Counseling,0.22
Maids and Housekeeping Cleaners,Education and Training,2.81
Maids and Housekeeping Cleaners,English Language,2.49
Maids and Housekeeping Cleaners,Foreign Language,1.5
Maids and Housekeeping Cleaners,Fine Arts,0.01
Maids and Housekeeping Cleaners,History and Archeology,0.11
Maids and Housekeeping Cleaners,Philosophy and Theology,0.41
Maids and Housekeeping Cleaners,Public Safety and Security,2.16
Maids and Housekeeping Cleaners,Law and Government,0.83
Maids and Housekeeping Cleaners,Telecommunications,0.37
Maids and Housekeeping Cleaners,Communications and Media,1.08
Maids and Housekeeping Cleaners,Transportation,2.18
Pest Control Workers,Administration and Management,2.36
Pest Control Workers,Clerical,2.22
Pest Control Workers,Economics and Accounting,1.54
Pest Control Workers,Sales and Marketing,2.78
Pest Control Workers,Customer and Personal Service,4.3
Pest Control Workers,Personnel and Human Resources,1.39
Pest Control Workers,Production and Processing,1.99
Pest Control Workers,Food Production,1.3
Pest Control Workers,Computers and Electronics,1.69
Pest Control Workers,Engineering and Technology,1.27
Pest Control Workers,Design,1.29
Pest Control Workers,Building and Construction,1.96
Pest Control Workers,Mechanical,2.39
Pest Control Workers,Mathematics,2.39
Pest Control Workers,Physics,1.43
Pest Control Workers,Chemistry,3.08
Pest Control Workers,Biology,3.02
Pest Control Workers,Psychology,1.77
Pest Control Workers,Sociology and Anthropology,0.56
Pest Control Workers,Geography,1.82
Pest Control Workers,Medicine and Dentistry,0.4
Pest Control Workers,Therapy and Counseling,0.27
Pest Control Workers,Education and Training,2.18
Pest Control Workers,English Language,2.29
Pest Control Workers,Foreign Language,0.83
Pest Control Workers,Fine Arts,0.13
Pest Control Workers,History and Archeology,0.56
Pest Control Workers,Philosophy and Theology,1.02
Pest Control Workers,Public Safety and Security,2.89
Pest Control Workers,Law and Government,2.25
Pest Control Workers,Telecommunications,0.55
Pest Control Workers,Communications and Media,1.06
Pest Control Workers,Transportation,1.68
Landscaping and Groundskeeping Workers,Administration and Management,2.29
Landscaping and Groundskeeping Workers,Clerical,2.07
Landscaping and Groundskeeping Workers,Economics and Accounting,1.78
Landscaping and Groundskeeping Workers,Sales and Marketing,1.89
Landscaping and Groundskeeping Workers,Customer and Personal Service,2.88
Landscaping and Groundskeeping Workers,Personnel and Human Resources,1.55
Landscaping and Groundskeeping Workers,Production and Processing,2.02
Landscaping and Groundskeeping Workers,Food Production,0.51
Landscaping and Groundskeeping Workers,Computers and Electronics,1.96
Landscaping and Groundskeeping Workers,Engineering and Technology,2.28
Landscaping and Groundskeeping Workers,Design,2.16
Landscaping and Groundskeeping Workers,Building and Construction,1.56
Landscaping and Groundskeeping Workers,Mechanical,2.76
Landscaping and Groundskeeping Workers,Mathematics,2.76
Landscaping and Groundskeeping Workers,Physics,0.7
Landscaping and Groundskeeping Workers,Chemistry,2.97
Landscaping and Groundskeeping Workers,Biology,2.68
Landscaping and Groundskeeping Workers,Psychology,0.53
Landscaping and Groundskeeping Workers,Sociology and Anthropology,0.31
Landscaping and Groundskeeping Workers,Geography,1.19
Landscaping and Groundskeeping Workers,Medicine and Dentistry,0.27
Landscaping and Groundskeeping Workers,Therapy and Counseling,0.39
Landscaping and Groundskeeping Workers,Education and Training,2.15
Landscaping and Groundskeeping Workers,English Language,2.57
Landscaping and Groundskeeping Workers,Foreign Language,0.58
Landscaping and Groundskeeping Workers,Fine Arts,0.5
Landscaping and Groundskeeping Workers,History and Archeology,0.24
Landscaping and Groundskeeping Workers,Philosophy and Theology,0.22
Landscaping and Groundskeeping Workers,Public Safety and Security,1.77
Landscaping and Groundskeeping Workers,Law and Government,0.74
Landscaping and Groundskeeping Workers,Telecommunications,0.66
Landscaping and Groundskeeping Workers,Communications and Media,1.65
Landscaping and Groundskeeping Workers,Transportation,1.84
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Administration and Management,3.39
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Clerical,2.19
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Economics and Accounting,1.65
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Sales and Marketing,2.88
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Customer and Personal Service,3.73
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Personnel and Human Resources,2.24
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Production and Processing,3.68
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Food Production,0.46
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Computers and Electronics,2.05
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Engineering and Technology,1.99
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Design,1.27
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Construction,0.45
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Mechanical,2.9
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Mathematics,3.06
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Physics,2.59
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Chemistry,3.39
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Biology,3.91
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Psychology,1.02
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Sociology and Anthropology,0.64
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Geography,1.94
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Medicine and Dentistry,0.82
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Therapy and Counseling,0.51
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Education and Training,3.55
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",English Language,2.89
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Foreign Language,0.53
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Fine Arts,0.13
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",History and Archeology,0.43
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Philosophy and Theology,0.31
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Public Safety and Security,2.74
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Law and Government,2.51
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Telecommunications,1.4
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Communications and Media,1.74
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Transportation,3.56
Tree Trimmers and Pruners,Administration and Management,2.71
Tree Trimmers and Pruners,Clerical,1.54
Tree Trimmers and Pruners,Economics and Accounting,0.97
Tree Trimmers and Pruners,Sales and Marketing,2.38
Tree Trimmers and Pruners,Customer and Personal Service,3.61
Tree Trimmers and Pruners,Personnel and Human Resources,1.69
Tree Trimmers and Pruners,Production and Processing,2.03
Tree Trimmers and Pruners,Food Production,0.4
Tree Trimmers and Pruners,Computers and Electronics,0.89
Tree Trimmers and Pruners,Engineering and Technology,2.08
Tree Trimmers and Pruners,Design,1.28
Tree Trimmers and Pruners,Building and Construction,1.34
Tree Trimmers and Pruners,Mechanical,4.03
Tree Trimmers and Pruners,Mathematics,1.97
Tree Trimmers and Pruners,Physics,2.84
Tree Trimmers and Pruners,Chemistry,2.16
Tree Trimmers and Pruners,Biology,3.37
Tree Trimmers and Pruners,Psychology,1.43
Tree Trimmers and Pruners,Sociology and Anthropology,0.44
Tree Trimmers and Pruners,Geography,1.8
Tree Trimmers and Pruners,Medicine and Dentistry,1.09
Tree Trimmers and Pruners,Therapy and Counseling,0.61
Tree Trimmers and Pruners,Education and Training,3.1
Tree Trimmers and Pruners,English Language,2.64
Tree Trimmers and Pruners,Foreign Language,0.89
Tree Trimmers and Pruners,Fine Arts,0.11
Tree Trimmers and Pruners,History and Archeology,0.52
Tree Trimmers and Pruners,Philosophy and Theology,0.45
Tree Trimmers and Pruners,Public Safety and Security,2.9
Tree Trimmers and Pruners,Law and Government,2.02
Tree Trimmers and Pruners,Telecommunications,0.99
Tree Trimmers and Pruners,Communications and Media,0.85
Tree Trimmers and Pruners,Transportation,3.19
Gaming Supervisors,Administration and Management,3.6
Gaming Supervisors,Clerical,3.16
Gaming Supervisors,Economics and Accounting,2.14
Gaming Supervisors,Sales and Marketing,3.28
Gaming Supervisors,Customer and Personal Service,4.97
Gaming Supervisors,Personnel and Human Resources,3
Gaming Supervisors,Production and Processing,1.57
Gaming Supervisors,Food Production,0.26
Gaming Supervisors,Computers and Electronics,2.82
Gaming Supervisors,Engineering and Technology,0.82
Gaming Supervisors,Design,0.64
Gaming Supervisors,Building and Construction,0.3
Gaming Supervisors,Mechanical,1.22
Gaming Supervisors,Mathematics,4.02
Gaming Supervisors,Physics,0.16
Gaming Supervisors,Chemistry,0.21
Gaming Supervisors,Biology,0
Gaming Supervisors,Psychology,3.44
Gaming Supervisors,Sociology and Anthropology,1.48
Gaming Supervisors,Geography,0.66
Gaming Supervisors,Medicine and Dentistry,0.71
Gaming Supervisors,Therapy and Counseling,1.52
Gaming Supervisors,Education and Training,3.16
Gaming Supervisors,English Language,3.57
Gaming Supervisors,Foreign Language,1.05
Gaming Supervisors,Fine Arts,0.11
Gaming Supervisors,History and Archeology,0.35
Gaming Supervisors,Philosophy and Theology,1.39
Gaming Supervisors,Public Safety and Security,2.79
Gaming Supervisors,Law and Government,1.97
Gaming Supervisors,Telecommunications,1.19
Gaming Supervisors,Communications and Media,2.17
Gaming Supervisors,Transportation,0.84
Slot Supervisors,Administration and Management,3.46
Slot Supervisors,Clerical,2.83
Slot Supervisors,Economics and Accounting,1.8
Slot Supervisors,Sales and Marketing,2.35
Slot Supervisors,Customer and Personal Service,4.54
Slot Supervisors,Personnel and Human Resources,2.38
Slot Supervisors,Production and Processing,2.2
Slot Supervisors,Food Production,0.63
Slot Supervisors,Computers and Electronics,3.73
Slot Supervisors,Engineering and Technology,1.74
Slot Supervisors,Design,1.19
Slot Supervisors,Building and Construction,0.62
Slot Supervisors,Mechanical,2.19
Slot Supervisors,Mathematics,2.73
Slot Supervisors,Physics,0.26
Slot Supervisors,Chemistry,0.3
Slot Supervisors,Biology,0
Slot Supervisors,Psychology,2.81
Slot Supervisors,Sociology and Anthropology,1.04
Slot Supervisors,Geography,0.46
Slot Supervisors,Medicine and Dentistry,0.09
Slot Supervisors,Therapy and Counseling,0.51
Slot Supervisors,Education and Training,2.77
Slot Supervisors,English Language,2.82
Slot Supervisors,Foreign Language,0.47
Slot Supervisors,Fine Arts,0.03
Slot Supervisors,History and Archeology,0.04
Slot Supervisors,Philosophy and Theology,0.54
Slot Supervisors,Public Safety and Security,2.51
Slot Supervisors,Law and Government,1.82
Slot Supervisors,Telecommunications,1.71
Slot Supervisors,Communications and Media,1.86
Slot Supervisors,Transportation,1
First-Line Supervisors of Personal Service Workers,Administration and Management,4.08
First-Line Supervisors of Personal Service Workers,Clerical,3.49
First-Line Supervisors of Personal Service Workers,Economics and Accounting,2.4
First-Line Supervisors of Personal Service Workers,Sales and Marketing,3.06
First-Line Supervisors of Personal Service Workers,Customer and Personal Service,4.68
First-Line Supervisors of Personal Service Workers,Personnel and Human Resources,3.55
First-Line Supervisors of Personal Service Workers,Production and Processing,0.94
First-Line Supervisors of Personal Service Workers,Food Production,0.64
First-Line Supervisors of Personal Service Workers,Computers and Electronics,2.93
First-Line Supervisors of Personal Service Workers,Engineering and Technology,0.65
First-Line Supervisors of Personal Service Workers,Design,0.91
First-Line Supervisors of Personal Service Workers,Building and Construction,0.38
First-Line Supervisors of Personal Service Workers,Mechanical,1.35
First-Line Supervisors of Personal Service Workers,Mathematics,3.21
First-Line Supervisors of Personal Service Workers,Physics,0.69
